"Time","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-9n4d7_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-kblss_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-dwxq6_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-rg7s8_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-7h756_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-5rgc5_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-6jsbr_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-b4lbw_service:recommendationservice_node:worker--2.novalocal"
1635840231.818,0.1712642625214993,0.668304093222738,0.009523289676869792,0.021887212344569175,0.1931470334845956,0.5929626956416584,0.6000814925128521,0.6563884137902409,0.08837970978744894,0.08533016621166421,0.00970408931231747
1635840246.836,0.17186211212578184,0.6699065591757707,0.00960976610275937,0.021846301004004497,0.1934804757391068,0.5935389375808365,0.60032193988601,0.6582765197628411,0.08847790662664762,0.085218604705317,0.00974304952172249
1635840261.857,0.17186211212578184,0.6699065591757707,0.00960976610275937,0.021846301004004497,0.1934804757391068,0.5935389375808365,0.60032193988601,0.6582765197628411,0.08847790662664762,0.085218604705317,0.00974304952172249
1635840276.881,0.1710891781823421,0.668443500664808,0.00950576852201088,0.021802575699967026,0.1924498420751446,0.594395322985332,0.5989184992602374,0.6574433106214435,0.08844317476737605,0.08493554083815848,0.009679800114056386
1635840291.898,0.1710891781823421,0.668443500664808,0.00950576852201088,0.021802575699967026,0.1924498420751446,0.594395322985332,0.5989184992602374,0.6574433106214435,0.08844317476737605,0.08493554083815848,0.009679800114056386
1635840306.922,0.1711719671326438,0.6679550305006832,0.009511482978128318,0.021837348402802187,0.1920981076182892,0.5938588788406248,0.5988091750114694,0.6569018810413578,0.08844925401965519,0.08454183954142534,0.009805440063652391
1635840321.933,0.1711719671326438,0.6679550305006832,0.009511482978128318,0.021837348402802187,0.1920981076182892,0.5938588788406248,0.5988091750114694,0.6569018810413578,0.08844925401965519,0.08454183954142534,0.009805440063652391
1635840336.954,0.17117396901260667,0.6679100743200386,0.009405767671389932,0.022016162681358833,0.193161249240926,0.5930873510002111,0.6003921001235317,0.6578724793702904,0.08838543664042904,0.08449979533248636,0.009717584718104397
1635840351.974,0.17117396901260667,0.6679100743200386,0.009405767671389932,0.022016162681358833,0.193161249240926,0.5930873510002111,0.6003921001235317,0.6578724793702904,0.08838543664042904,0.08449979533248636,0.009717584718104397
1635840367.007,0.17149816819429264,0.669369610439256,0.009356821205971446,0.022155192782574933,0.19328616105231994,0.5947636273229013,0.600952029007453,0.6591333194697779,0.08867843059876349,0.08441597871407816,0.009716856160395753
1635840382.026,0.17149816819429264,0.669369610439256,0.009356821205971446,0.022155192782574933,0.19328616105231994,0.5947636273229013,0.600952029007453,0.6591333194697779,0.08867843059876349,0.08441597871407816,0.009716856160395753
1635840397.05,0.17071284415335963,0.6689051359264565,0.00934481874087653,0.022061813500875428,0.1935618444312711,0.5946412261910634,0.6001358155883547,0.6578268276681959,0.08864791215411416,0.08468453519342045,0.009710669989189038
1635840412.074,0.17071284415335963,0.6689051359264565,0.00934481874087653,0.022061813500875428,0.1935618444312711,0.5946412261910634,0.6001358155883547,0.6578268276681959,0.08864791215411416,0.08468453519342045,0.009710669989189038
1635840427.097,0.17002003203557936,0.6688989301851787,0.009370302507584055,0.022115942044917025,0.1934102338019279,0.5943171801945405,0.599579472145898,0.6587873533142946,0.08862235514174685,0.08426429392048386,0.009533984233324432
