"Time","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-b997w_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-qqpct_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-2c6mh_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-j9q67_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-gr6wc_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-h8kxh_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-2hnx4_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-2r8t8_service:recommendationservice_node:worker--2.novalocal"
1635836393.045,0.10145869922793135,0.1281254938212587,0.04658124899364556,0.010701213309094702,0.01714621990874914,0.36469734315210384,0.3580408537310945,0.42397744991844977,0.4224498948634309,0.04840201908168326,0.010470817060454895
1635836408.066,0.10145869922793135,0.1281254938212587,0.04658124899364556,0.010701213309094702,0.01714621990874914,0.36469734315210384,0.3580408537310945,0.42397744991844977,0.4224498948634309,0.04840201908168326,0.010470817060454895
1635836423.082,0.10801026665027094,0.13195862962638114,0.04580157276850387,0.010549249454482136,0.01818742202748558,0.39341556213161033,0.38659757090456537,0.44636837896461395,0.4431698925518425,0.04782431000084676,0.010309233054605661
1635836438.102,0.10801026665027094,0.13195862962638114,0.04580157276850387,0.010549249454482136,0.01818742202748558,0.39341556213161033,0.38659757090456537,0.44636837896461395,0.4431698925518425,0.04782431000084676,0.010309233054605661
1635836453.127,0.10737181240669884,0.12987580706420573,0.04551209323232373,0.010586585447162363,0.0182189674978794,0.3908271089557722,0.3846864440632243,0.4469036257990482,0.44495304087182475,0.04826474144624941,0.01007620920616666
1635836468.15,0.10737181240669884,0.12987580706420573,0.04551209323232373,0.010586585447162363,0.0182189674978794,0.3908271089557722,0.3846864440632243,0.4469036257990482,0.44495304087182475,0.04826474144624941,0.01007620920616666
1635836483.17,0.10651678017264711,0.12888794190516156,0.0454453244079851,0.010518518789578782,0.018054378553886318,0.38855179903199405,0.3817340976588117,0.44379407506009144,0.44259059399936784,0.04781199677291583,0.0103283628712503
1635836498.183,0.10651678017264711,0.12888794190516156,0.0454453244079851,0.010518518789578782,0.018054378553886318,0.38855179903199405,0.3817340976588117,0.44379407506009144,0.44259059399936784,0.04781199677291583,0.0103283628712503
1635836513.206,0.10628058429697407,0.1280843259689833,0.04508745778607347,0.010449055561372749,0.0180129983980095,0.3886648901904668,0.38322122596042985,0.4452033004038809,0.44394719425674534,0.04774016284313499,0.010104138021954435
1635836528.225,0.10628058429697407,0.1280843259689833,0.04508745778607347,0.010449055561372749,0.0180129983980095,0.3886648901904668,0.38322122596042985,0.4452033004038809,0.44394719425674534,0.04774016284313499,0.010104138021954435
1635836543.248,0.10598350161481815,0.12746855973593615,0.04554566119428881,0.0105160409582006,0.017942399008353063,0.3867717047734206,0.3811636650745082,0.4440931912587307,0.44202974740800705,0.047498747195847,0.010096937826593712
1635836558.263,0.10598350161481815,0.12746855973593615,0.04554566119428881,0.0105160409582006,0.017942399008353063,0.3867717047734206,0.3811636650745082,0.4440931912587307,0.44202974740800705,0.047498747195847,0.010096937826593712
1635836573.283,0.1063712658922747,0.12845469902733192,0.04581038110535744,0.010618230200086261,0.01810719181054976,0.38902130904944865,0.38346229276249966,0.4463587734745522,0.4432800403767615,0.0473585760162788,0.01004348020784554
1635836588.297,0.1063712658922747,0.12845469902733192,0.04581038110535744,0.010618230200086261,0.01810719181054976,0.38902130904944865,0.38346229276249966,0.4463587734745522,0.4432800403767615,0.0473585760162788,0.01004348020784554
